L:O-Park District Hill Statue, -12685.344727, 234.397980, -4775.253906, -0.477944, 0.003292, -0.002116
L:G-Park District Boardwalk, -13359.243164, 202.997726, -4492.296875, 0.537747, 0.010760, -0.000001
L:G-Park District Far Statue, -13532.124023, 202.802750, -4946.047852, 0.009411, 0.010761, 0.000000
L:G-Park District Restaurants, -13204.195313, 203.004150, -4062.813477, 0.581405, 0.010758, 0.000001
L:G-Park District South Dock, -12614.548828, 203.006592, -3642.411865, -1.569239, 0.010761, -0.000001
L:G-Park District Office Roundabout, -12512.234375, 202.921646, -4320.888672, -2.062180, 0.026536, 0.027675
L:G-Park District Sheltered Beach, -12517.551758, 203.004166, -4562.122070, -1.811891, 0.010764, -0.000001
L:G-Park District Sheltered Docks, -12364.333984, 202.970596, -4126.482910, 2.265908, 0.010764, 0.000001
L:G-Park District Shops, -12372.988281, 202.997711, -4868.594238, -1.051335, 0.010761, -0.000001
L:Park District Motel, -11886.541992, 203.004150, -5080.707031, -0.513599, 0.010761, -0.000002
L:G-Park District Back Alley, -12012.663086, 202.995529, -5402.813477, 1.385231, 0.014209, -0.001028
L:G-Park District Embassy, -12872.045898, 202.993134, -5285.313477, 2.030812, 0.006808, -0.002992
L:G-Park District Parking, -12443.959961, 203.004211, -5255.088379, -1.602195, 0.010767, -0.000001
L:W-Park District North Dock, -12745.200195, 199.399399, -5278.431641, 0.461757, -0.009666, 0.000137
L:W-Park District Boardwalk, -12360.074219, 199.394928, -5432.473633, 1.603386, -0.009766, 0.000213
L:W-Park District Sheltered Dock, -12323.139648, 199.398117, -4112.993652, 2.780822, -0.009700, 0.000183
L:W-Park District South Dock, -12618.399414, 199.403885, -3618.423340, 1.514393, -0.009617, 0.000194
L:O-Sandbar Island, -13858.609375, 200.655212, -4438.400879, 1.430781, -0.016866, 0.034010
L:O-Sandbar Island Cliffs, -14553.582031, 200.469513, -4815.338379, -2.452647, -0.029805, -0.022078
L:H-Monkey Island, -14886.506836, 202.184067, -8931.705078, 0.328532, 0.030063, -0.026025
L:H-Dessert Cook Islands, -12044.164063, 205.436050, -10920.122070, -0.101919, 0.033745, 0.055571
L:J-Banjaran Gundin Airport, -4696.024902, 405.408905, -11559.479492, 2.357676, -0.000215, -0.000013
L:P-Banjaran Gundin Airport, -4529.359863, 405.298401, -11668.405273, 0.805552, 0.022683, 0.000000
L:H-Pirate Radio Island, -6212.020020, 207.831238, -5530.821289, 0.519673, 0.059580, 0.026620
L:O-Roundabout Temple, -6444.412109, 220.787567, -6496.086914, -0.448177, -0.002455, -0.002599
L:O-Kampung Jelantur, -6276.226074, 209.579239, -6130.581055, 1.516385, -0.000769, 0.000056
L:O-Kampung Teratai Putih, -7185.726563, 204.064362, -6333.236816, 1.428365, -0.004671, 0.013799
L:W-Kampung Teratai Putih, -7269.865234, 199.397110, -6373.503906, 1.276621, -0.009715, 0.000262
L:O-Kem Komodor Da Silva, -7634.282715, 209.050278, -7022.873535, 1.501734, 0.004541, 0.013700
L:W-Kem Komodor Da Silva, -7759.393555, 199.403625, -6861.815918, 2.322363, -0.009588, 0.000147
L:H-Kem Komodor Da Silva, -7780.237305, 211.729218, -7021.343262, -0.119373, 0.011928, -0.000449
L:O-Tanah Raya Western Point, -8309.691406, 240.953690, -7868.725586, -1.985582, 0.005714, 0.009903
L:H-Haunted Lighthouse, -8899.625000, 204.851028, -8226.832031, 0.320034, -0.062072, 0.019381
L:H-Lighthouse That's Not Haunted, -8207.798828, 204.537430, -9581.033203, 0.676144, 0.007101, -0.049665
L:O-Kuala Merah, -7252.318359, 266.404846, -7482.956543, -0.963399, -0.016211, -0.006721
L:G-Kuala Merah Bus Stop, -6676.573242, 283.606598, -7700.437988, -1.638056, 0.011047, 0.002739
L:G-Kampung Tiga Kelapa Cafeteria, -6987.271484, 290.823578, -8759.661133, 1.558209, -0.022004, -0.008980
L:O-Tanah Luas, -7458.427734, 236.675598, -8517.694336, 2.825938, 0.011091, -0.000072
L:H-Kuala Merah Forest Clearing, -6932.209473, 298.131317, -7907.562500, -2.494142, 0.030598, -0.018063
L:G-Kampung Tiga Kelapa, -6458.625488, 272.713654, -9364.745117, 2.366049, -0.005967, 0.000003
L:G-Kampung Bahari Village, -6979.849609, 230.065216, -9771.728516, -1.592150, -0.030671, -0.003232
L:O-Kampung Bahari Village, -7178.329102, 209.833145, -9698.332031, -1.712847, -0.007070, -0.060355
L:G-Kampung Tokong Tua, -5807.893066, 327.917603, -10232.015625, -0.470146, 0.010766, 0.000002
L:G-Kampung Tokong Tua Bus Stop, -6343.492676, 275.314972, -10432.372070, -1.087202, 0.011093, -0.000011
L:G-Teluk Permata, -6975.915039, 206.016068, -10480.297852, -1.499506, 0.015055, -0.003197
L:P-Teluk Permata, -6910.115723, 205.847931, -10665.896484, -0.574499, 0.022689, 0.000002
L:W-Kampung Sirip Tajam, -7018.438965, 199.398376, -11172.762695, 1.894597, -0.009698, 0.000185
L:G-Kampung Sirip Tajam, -6870.586426, 212.806564, -11450.435547, -1.397217, 0.010764, -0.000001
L:G-Negeri Gandin Meeting House, -6554.007813, 212.721619, -12011.539063, 2.380661, 0.003953, -0.001466
L:O-Negeri Gandin, -6215.052246, 230.485611, -11992.160156, -1.585875, -0.004673, 0.008355
L:G-Negeri Gandin Bus Stop, -5889.830078, 236.074417, -12183.148438, 0.251749, 0.012097, 0.002754
L:O-Tanjung Intan, -5801.465332, 214.724792, -12918.979492, 3.086298, -0.041544, -0.023016
L:O-Tanjung Intan Dock, -4998.884766, 204.349182, -13611.454102, -2.056699, 0.000158, -0.021506
L:W-Tanjung Intan Dock, -4973.749023, 199.400284, -13719.062500, -0.006817, -0.009661, 0.000217
L:G-Tanjung Intan Gas Station, -4533.639160, 255.767700, -13204.359375, -2.792625, 0.034088, 0.036711
L:G-Tanjung Raceway, -5152.195313, 255.258148, -12666.063477, 2.086215, -0.019159, -0.004243
L:O-Tanjung Raceway Shacks, -5406.790039, 260.474731, -12062.941406, -0.687839, 0.004107, -0.036248
L:O-Tanjung Raceway Pit, -5116.146484, 244.065643, -12211.295898, 1.569840, 0.004325, 0.026125
L:G-Banjaran Gundin Gas Station, -4449.387207, 384.270264, -12072.354492, -1.390882, 0.010213, 0.014936
L:G-Banjaran Gundin, -4511.925293, 432.906006, -11282.694336, -1.620643, 0.013238, 0.014147
L:H-Teluk Permata Secret Drinking Spot, -7359.321289, 213.772079, -10235.086914, -0.870381, 0.048928, -0.010598
L:H-Banjaran Gundin, -4435.662109, 439.939606, -11546.751953, -0.497414, 0.020045, -0.000439
L:O-Banjaran Gundin, -4810.780273, 439.428558, -11271.833008, -3.000854, -0.008976, 0.124344
L:G-Bandar Koperasi, -3856.143066, 358.186371, -12351.787109, -2.405587, 0.034904, 0.006079
L:O-Bandar Koperasi Body Hiding Place, -3096.472900, 386.469177, -12285.102539, -0.530393, -0.128487, 0.060561
L:P-Bandar Koperasi Airstrip, -2750.050293, 458.192535, -11981.528320, -0.725278, 0.022683, -0.000000
L:O-Bandar Koperasi Airstrip, -2786.348633, 458.274048, -11941.773438, -0.895981, -0.034535, -0.030211
L:G-Kampung Bunga Kertas Rest Stop, -2307.381836, 310.427673, -12647.140625, -2.452913, 0.010764, -0.000006
L:G-Kampung Bunga Kertas, -3197.606201, 305.439117, -12989.585938, 3.095549, 0.024931, 0.002987
L:H-Pelantar Gas Panau Utara, -4751.807617, 259.712799, -15340.193359, -0.162827, 0.020061, -0.000440
L:W-Pelantar Gas Panau Utara, -4792.309570, 199.396683, -15327.847656, 1.586173, -0.009702, 0.000135
L:H-Pelantar Gas Pandak Panay, -7455.541504, 259.712830, -15044.915039, 3.063777, 0.020054, -0.000440
L:W-Pelantar Gas Pandak Panay, -7501.780273, 199.399017, -15030.595703, 1.534135, -0.009723, 0.000255
L:O-Kampung Jelantur Lighthouse, -5959.407715, 210.755737, -5680.383789, 2.105269, -0.084723, 0.013496
L:O-Kampung Jelantur Temple, -5925.456543, 229.325699, -5964.670898, 0.620458, 0.029357, 0.013385
L:O-Kampung Jelantur Arrack Shack, -5806.186035, 242.709869, -6392.576172, 0.199157, 0.048817, -0.002490
L:O-Pekan Air Hangat Shaman's Hut, -5567.355957, 212.077271, -5725.229980, -1.332757, 0.017656, -0.014481
L:G-Pekan Air Hangat Gas Station, -5328.133789, 218.847000, -5727.436523, -2.635172, 0.023474, -0.010654
L:O-Pekan Air Hangat Ruins, -4958.551270, 239.282562, -5638.922852, 1.525751, -0.050817, -0.012037
L:G-Pekan Air Hangat, -5164.197266, 210.624588, -5378.864258, -1.855615, 0.010384, 0.002071
L:W-Pekan Air Hangat Dock, -4774.280273, 199.424011, -5288.014648, -2.875062, -0.009290, 0.000212
L:G-Air Hangat Mansion, -4320.720703, 209.651047, -5023.325195, -1.619108, 0.010767, -0.000001
L:G-Pekan Bukit Nenas Gas Station, -4298.906250, 260.454407, -5460.468750, -1.621409, 0.035883, -0.000394
L:O-Pekan Bukit Nenas, -4452.533203, 315.995667, -5889.838379, 0.746339, -0.000772, 0.000058
L:O-Bukit Dengkang Radar, -5012.435547, 239.472870, -6057.390625, 0.922906, 0.044144, 0.015615
L:O-Bukit Dengkang, -4792.012207, 289.268799, -6381.998047, 1.403368, -0.002907, 0.003289
L:O-Tanah Raya Barat Alpha, -5062.138672, 376.764893, -6732.064453, 0.209744, -0.016856, 0.006314
L:G-Kampung Sri Puteri, -5263.959961, 335.547333, -7134.783691, 3.131713, -0.017530, -0.001552
L:O-Kampung Sri Puteri Tombs, -5259.067383, 358.721771, -7476.500000, -0.913160, -0.020660, 0.029680
L:G-Kem Tentera Timur, -5357.267090, 437.523071, -8176.887207, -0.022302, 0.010756, -0.000003
L:H-Kem Tentera Timur, -5328.126953, 446.010803, -8076.313477, 2.718865, 0.020061, -0.000440
L:O-Pekan Desa Temple, -5538.664063, 616.445801, -8613.000000, -1.199783, -0.000778, 0.000049
L:O-Pekan Desa, -5249.015625, 620.338623, -8665.558594, -1.291073, -0.000587, 0.000010
L:O-Bukit Matahari Melon Shack, -4034.202148, 569.301392, -8963.584961, 0.415910, 0.019454, -0.007400
L:O-Bukit Matahari, -3438.281982, 640.207336, -8958.360352, -0.487396, -0.002999, -0.014564
L:O-Kem General Hong, -3285.807617, 675.893738, -9543.769531, 0.920303, 0.000945, 0.002627
L:G-Pekan Rusa Pantas, -3666.885742, 333.092896, -5984.667480, 2.778451, 0.000513, -0.007753
L:G-Kampung Kerang Hitam, -4063.712891, 422.876068, -7066.629883, -0.780947, 0.006276, -0.002090
L:G-Kampung Kerang Hitam Stage, -4368.952148, 433.014587, -7340.054688, 0.172858, 0.015775, 0.000085
L:O-Bukit Marmar Pecah, -4339.624023, 410.255646, -7971.999023, 2.111310, -0.001757, -0.000441
L:O-Bukit Matahari Pipeline, -3706.130615, 532.167969, -8808.000977, 1.523203, -0.074613, 0.076085
L:O-Kem General Hong Pipeline, -2960.720947, 718.428772, -9398.251953, 1.847584, -0.257679, -0.035895
L:O-Bandar Suralaya Overlook, -1975.867798, 773.387207, -9323.087891, 2.282631, -0.064062, 0.059596
L:G-Bandar Suralaya, -1658.747437, 657.962646, -9402.395508, -0.467351, 0.016938, 0.000377
L:H-Kampung Curah Dalam, -2721.268555, 907.186096, -8678.900391, 1.026592, 0.020053, -0.000445
L:G-Kampung Curah Dalam, -2651.980957, 886.611145, -8584.468750, 0.857533, 0.014409, -0.003194
L:G-Kampung Curah Dalam Gas, -2155.696045, 894.989258, -7657.000488, 0.376506, 0.006132, -0.002812
L:G-Berawan Besar West Switchbacks, -2903.963867, 521.665771, -7204.102539, -0.955073, 0.123236, 0.039904
L:H-Banjaran Berawan Besar Gamma, -2215.005371, 1131.023926, -6845.238281, -0.889098, 0.020067, -0.000434
L:O-Banjaran Berawan Besar Gamma, -2203.083252, 1124.749146, -6821.150391, -0.467770, -0.022159, -0.016740
L:G-Lembah Genting Ruins, -1342.038330, 942.305237, -8072.715820, -0.826763, -0.065876, 0.002787
L:G-Lembah Genting Tinggi Checkpoint, -917.151917, 905.942505, -8488.083984, -0.946035, -0.028249, 0.007330
L:G-Lembah Genting Tinggi, -418.134857, 836.498596, -8875.666016, 1.550812, 0.014929, 0.002090
L:H-Kem Gunung Dataran Tinggi Radar, -1557.324463, 1553.732056, -6808.386230, -2.410237, 0.020042, -0.000434
L:H-Kem Gunung Dataran Tinggi, -1222.899292, 1586.029053, -7198.631348, 1.594691, 0.020140, -0.000434
L:G-Bukit Rendah, 156.329041, 1122.247803, -8972.525391, 2.331491, 0.012741, 0.002194
L:H-Bukit Rendah, -94.101563, 1118.285400, -9045.667969, 0.283620, 0.020163, -0.000435
L:G-Bandar Suralaya Gas Station, -1434.181641, 684.836975, -9550.663086, -1.344060, 0.011581, 0.017171
L:G-Gunung Gila Pangkat Facility, 616.769958, 1198.050659, -7051.208496, -3.124279, -0.004566, 0.018471
L:H-Gunung Gila Pangkat Facility, 697.843994, 1204.842529, -7424.154785, -0.137227, 0.019972, -0.000434
L:H-Kem Kapitan Luk Ya Sian, 190.069519, 1405.972900, -6248.621094, 2.536919, 0.020004, -0.000433
L:H-Banjaran Berawan Besar Eta, 767.701172, 489.129974, -5133.485352, -1.752108, 0.020061, -0.000440
L:P-Kem Sungai Sejuk, 884.023071, 298.500763, -4192.523438, 1.730681, 0.022683, 0.000000
L:G-Kem Sungai Sejuk, 861.999573, 298.241913, -4116.494629, -0.696676, 0.010766, -0.000008
L:H-Kem Sungai Sejuk, 902.507813, 319.360260, -4253.246094, -2.563688, 0.020061, -0.000440
L:G-Port Kuala Besar, -484.399719, 207.545441, -3511.402832, -2.250522, 0.036719, 0.022288
L:W-Port Kuala Besar, -475.953430, 199.399628, -3671.404053, 0.213121, -0.009689, 0.000205
L:G-Kem Helang Merah Gas Station, -3970.957275, 223.163666, -5124.042969, 1.390224, 0.004611, -0.010689
L:G-Kem Helang Merah Bar, -3006.160156, 238.318588, -5207.498047, 2.796608, 0.014920, 0.006789
L:O-Kem Helang Merah, -3327.565186, 206.087997, -4962.020996, -0.482645, -0.000768, 0.000063
L:H-Kem Helang Merah, -3475.730957, 215.067612, -4940.089844, 1.475584, 0.020045, -0.000469
L:W-Kem Helang Merah, -3399.506592, 199.432999, -4800.972168, -1.718230, -0.009236, 0.000409
L:O-Pekan Buaya Tidur Gas, -2137.147217, 205.441040, -4866.387207, -2.430344, -0.008369, 0.003191
L:G-Pekan Buaya Tidur, -1785.785278, 203.875763, -4712.606445, 1.747214, -0.015126, -0.014213
L:G-Pekan Buaya Tidur Bar, -2012.952393, 243.594696, -5018.477539, -1.516253, -0.021149, -0.001686
L:G-Pekan Buah Melimpah, -1626.579346, 360.895081, -5431.968750, 1.889834, 0.032067, -0.046851
L:G-Bandar Besar, -430.651306, 624.372742, -4471.417480, 1.472472, 0.010745, -0.000006
L:H-Banjaran Berawan Besar Beta, -1554.171631, 529.421387, -11739.291992, -2.095778, 0.006096, 0.038449
L:G-Pekan Juku-Juku, -1576.859009, 211.431259, -13529.079102, 0.251705, 0.014556, -0.004432
L:W-Pekan Juku-Juku, -1351.141846, 199.396439, -13462.654297, -1.078908, -0.009722, 0.000142
L:H-Pekan Keras Pipeline, 717.617920, 314.105133, -10391.257813, 0.978236, 0.023774, -0.002639
L:G-Paya Keras Bridge, 1075.801147, 497.881714, -9710.561523, -1.818801, 0.010764, -0.000008
